,Station,Latitude,Longitude,,,,
TIME,,,,,,,
1400,Jujuy,-24.183333,-65.3,,,,
1400,Salta,-24.783333,-65.416667,,,,
1400,Rosario de la Frontera,-25.8,-64.966667,,,,
1400,San Carlos,-25.9,-65.933333,,,,
1400,Tucuman,-26.816667,-65.216667,,,,
1400,Burruyacu,-26.5,-64.75,,,,
1400,Concepcion,-27.333333,-65.583333,,,,
1400,La Cocha,-27.77,-65.585833,,,,
1400,Trancas,-26.217222,-65.283056,,,,
1400,Catamarca,-28.466667,-65.783333,,,,
1400,Andalgala,-27.6,-66.316667,,,,
1400,Recreo,-29.266667,-65.066667,,,,
1400,Santa Maria,-26.683333,-66.033333,,,,
1400,Tinogasta,-28.066667,-67.566667,,,,
1400,Rioja,-29.4125,-66.854167,,,,
1400,Chilecito,-29.166667,-67.5,,,,
1400,San Juan,-31.534167,-68.526111,,,,
1400,Mendoza,-32.883333,-68.816667,,,,
1400,San Luis,-33.3,-66.333333,,,,
1400,Villa Mercedes,-33.666667,-65.466667,,,,
1400,Cordoba,-31.416667,-64.183333,,,,
1400,Arias,-33.633333,-62.416667,,,,
1400,Canada Verde,-34.8363,-64.5833,,,,
1400,Disque San Roque,-31.378056,-64.469444,,,,
1400,La Carlota,-33.417936,-63.293495,,,,
1400,La Cautiva,-33.97993,-64.08282,,,,
1400,Quilino,-30.21612,-64.49441,,,,
1400,Rio Cuarto,-33.142971,-64.329277,,,,
1400,Villa Maria,-34.88247,-60.34444,,,,
1400,Chaco,-27.451389,-58.986667,,,,
1400,Formosa,-26.183333,-58.183333,,,,
1400,Santa Fe,-31.610659,-60.697292,,,,
1400,Carcarana,-32.85744,-61.15189,,,,
1400,Esperanza,-26.19614,-64.239014,,,,
1400,Vera,-29.47028,-60.20232,,,,
1400,Rosario,-32.95924,-60.683479,,,,
1400,Corrientes,-27.501921,-58.812889,,,,
1400,Curuzu-Cuatia,-29.7868,-58.08739,,,,
1400,Esquina,-30.018749,-59.524052,,,,
1400,Goya,-29.15477,-59.264938,,,,
1400,Paso de los Libres,-29.71423,-57.08752,,,,
1400,San Lorenzo,-32.74582,-60.73433,,,,
1400,Entre Rios - Delicias,-31.9333,-60.4167,,,,
1400,Concordia,-31.391041,-58.019569,,,,
1400,Gualeguay,-33.14972,-59.31069,,,,
1400,Pueblo Brugo,-31.38794,-60.092,,,,
1400,Uruguay,-32.48465,-58.23293,,,,
1400,Villaguay,-31.86728,-59.02684,,,,
1400,Capital Federal,-34.60903,-58.37322,,,,
1400,Buenos Aires,-34.603683,-58.381557,,,,
1400,Bahia Blanca,-38.725151,-62.254951,,,,
1400,Balcarce,-37.84702,-58.25407,,,,
1400,Estacion Pereyra,-34.8364,-58.0946,,,,
1400,Junin,-34.588551,-60.949554,,,,
1400,Patagones,-40.79547,-62.96865,,,,
1400,Puerto Militar,-38.886944,-62.097778,,,,
1400,San Nicolas,-33.33037,-60.21449,,,,
1400,Trenque Lauquen,-35.96544,-62.73348,,,,
1400,Pampa-Acha,-37.37311,-64.59974,,,,
1400,Bernasconi,-37.90406,-63.73868,,,,
1400,Rio Negro,-41.030556,-62.789722,,,,
1400,Choele Choel,-39.28573,-65.66189,,,,
1400,Conesa,-40.1112,-64.45421,,,,
1400,San Antonio,-36.293095,-56.777,,,,
1400,Sierra Grande,-41.60447,-65.35436,,,,
1400,Chubut - Madryn,-42.77151,-65.04027,,,,
1400,Cabo Raso,-44.3372,-65.2492,,,,
1400,Camarones,-44.79332,-65.710808,,,,
1400,Comodoro Rivadavia,-45.864722,-67.480833,,,,
1400,Dos Pozos,-44.5047,-65.6836,,,,
1400,Malaspina,-44.9333,-66.9,,,,
1400,Pico Salamanca,-45.5733,-67.3372,,,,
1400,Sta. Cruz-Mazaredo,-47.028611,-66.711944,,,,
1400,Cabo Blanco,-47.202,-65.7333,,,,
1400,P Deseado,-47.75,-65.916667,,,,
1400,Neuquen - Pilcaneyen,-38.9525,-68.064167,,,,
1400,Piedra de Aquila,-40.033333,-70.066667,,,,
1400,Cabo Alarcon,-39.5,-69.1,,,,