"Lesina (Split)",,,,,,,,,,,,,,,,,,,,,,,,,
1,766,768,761.9,753.1,759.9,758,757.2,758.5,754.7,757.1,751.1,760.5,1,10210.79584,10237.46032,10156.133656,10038.809944,10129.469176,10104.137920000001,10093.472128000001,10110.80404,10060.141528,10092.138904000001,10012.145464000001,10137.46852
2,764.5,766.6,756.6,754.7,758.7,757.5,758.1,757.8,756.6,757.8,751.7,762.1,2,10190.79748,10218.795184,10085.472784000001,10060.141528,10113.470488,10097.4718,10105.471144000001,10101.471472,10085.472784000001,10101.471472,10020.144808000001,10158.800104
3,764.8,766.2,759.3,757.8,760.6,759.4,757.1,759.1,758.6,765.9,758.3,759.9,3,10194.797152,10213.462288,10121.469831999999,10101.471472,10138.801744,10122.803056,10092.138904000001,10118.803384,10112.137264,10209.462615999999,10108.137592,10129.469176
4,757.7,763.2,759,758.1,763.9,760.2,758.5,760.6,761.7,766.3,759.3,756.5,4,10100.138248000001,10173.465568,10117.47016,10105.471144000001,10182.798136,10133.468848,10110.80404,10138.801744,10153.467208,10214.795511999999,10121.469831999999,10084.13956
5,756,753.6,760.4,759.1,763.4,760.6,759.1,761.9,762.9,766.7,758.8,753.4,5,10077.47344,10045.476064,10136.135296,10118.803384,10176.132016,10138.801744,10118.803384,10156.133656,10169.465896,10220.128408,10114.803711999999,10042.809615999999
6,759.3,747.2,760.6,759.5,758.1,760.9,759.7,761.9,762.4,765.2,762,751,6,10121.469831999999,9960.149728,10138.801744,10124.13628,10105.471144000001,10142.801416,10126.802728,10156.133656,10162.799776,10200.130048,10157.46688,10010.81224
7,764.2,751.4,757.1,758.8,753.5,759,762.2,759.7,759.5,764.1,758.5,756.7,7,10186.797808000001,10016.145136,10092.138904000001,10114.803711999999,10044.14284,10117.47016,10160.133328,10126.802728,10124.13628,10185.464584,10110.80404,10086.806008000001
8,765.3,753.5,752.1,760.7,754.3,757.3,761.5,759.4,753.2,763.7,754.6,756.3,8,10201.463271999999,10044.14284,10025.477704,10140.134968,10054.808632,10094.805352,10150.80076,10122.803056,10040.143168,10180.131688000001,10058.808304,10081.473112
9,761.7,756,756.8,763.2,754.6,756.2,758.5,759.6,752.3,762.3,758,755.8,9,10153.467208,10077.47344,10088.139232,10173.465568,10058.808304,10080.139888000002,10110.80404,10125.469504,10028.144152,10161.466552,10104.137920000001,10074.806992
10,761.9,759,749.7,764.2,754.7,753.7,759,760.8,756.5,760.6,751.8,753.9,10,10156.133656,10117.47016,9993.480328000001,10186.797808000001,10060.141528,10046.809288,10117.47016,10141.468192,10084.13956,10138.801744,10021.478031999999,10049.475736
11,762.9,752.5,748.1,762.1,753.3,754.2,760.3,761.1,759.1,760.9,761.7,755,11,10169.465896,10030.8106,9972.148744000002,10158.800104,10041.476392,10053.475408,10134.802072,10145.467864,10118.803384,10142.801416,10153.467208,10064.1412
12,763,756.7,752.4,759.7,757.4,755.7,759.4,761.9,756.5,762.6,765.4,756.9,12,10170.79912,10086.806008000001,10029.477375999999,10126.802728,10096.138576,10073.473768000002,10122.803056,10156.133656,10084.13956,10165.466224,10202.796495999999,10089.472456
13,760.4,761.4,755.1,755.5,759,755.7,758.5,759.7,753.9,763.4,761.3,761.6,13,10136.135296,10149.467536,10065.474424,10070.80732,10117.47016,10073.473768000002,10110.80404,10126.802728,10049.475736,10176.132016,10148.134312,10152.133984
14,758.6,763.2,754.5,754.5,755.1,757.9,760.7,759.3,753.9,761.2,761.5,765.3,14,10112.137264,10173.465568,10057.47508,10057.47508,10065.474424,10102.804696,10140.134968,10121.469831999999,10049.475736,10146.801088,10150.80076,10201.463271999999
15,764.2,764.9,763,756.9,754.3,759.1,761.6,760.3,751.3,758.9,761,764.5,15,10186.797808000001,10196.130376,10170.79912,10089.472456,10054.808632,10118.803384,10152.133984,10134.802072,10014.811912,10116.136936,10144.13464,10190.79748
16,764.8,766.9,758,758.9,757.4,758.4,760.4,759.3,756.9,758.6,759.4,760.7,16,10194.797152,10222.794855999999,10104.137920000001,10116.136936,10096.138576,10109.470816,10136.135296,10121.469831999999,10089.472456,10112.137264,10122.803056,10140.134968
17,762.7,761.8,757.3,758.4,759.1,757.3,759.5,759,762.3,757.4,761.2,752.3,17,10166.799448,10154.800432,10094.805352,10109.470816,10118.803384,10094.805352,10124.13628,10117.47016,10161.466552,10096.138576,10146.801088,10028.144152
18,761.2,760.4,751.3,757.6,758.5,756.7,760.4,759.1,763.7,755.4,757.9,754,18,10146.801088,10136.135296,10014.811912,10098.805024000001,10110.80404,10086.806008000001,10136.135296,10118.803384,10180.131688000001,10069.474096,10102.804696,10050.80896
19,766.6,759,745.9,757.7,757.1,757.8,758.1,761,762.7,753.9,757.9,749.1,19,10218.795184,10117.47016,9942.817815999999,10100.138248000001,10092.138904000001,10101.471472,10105.471144000001,10144.13464,10166.799448,10049.475736,10102.804696,9985.480984000002
20,770.6,760.1,749.6,761.3,756.1,757.7,755.3,760.6,763.5,751,755.1,751.9,20,10272.124144,10132.135624,9992.147104,10148.134312,10078.806664,10100.138248000001,10068.140872,10138.801744,10177.46524,10010.81224,10065.474424,10022.811256
21,770.4,763.6,751.1,759.7,762.2,757.4,760.3,762.3,764,757.5,748.3,747.8,21,10269.457696,10178.798464,10012.145464000001,10126.802728,10160.133328,10096.138576,10134.802072,10161.466552,10184.13136,10097.4718,9974.815192,9968.149072
22,766.2,767.8,758.6,757,764.4,757.2,761.5,762.5,761.9,750.2,749,744.2,22,10213.462288,10234.793871999998,10112.137264,10090.80568,10189.464256,10093.472128000001,10150.80076,10164.133,10156.133656,10000.146448,9984.14776,9920.153008000001
23,771.7,763.9,760,758,762.5,756.2,761.7,757.5,763.5,759.4,757.6,747.8,23,10286.789608,10182.798136,10130.8024,10104.137920000001,10164.133,10080.139888000002,10153.467208,10097.4718,10177.46524,10122.803056,10098.805024000001,9968.149072
24,776.4,750.2,757.6,756.8,760.3,755.7,760.4,754.1,764.9,761.9,758.7,749.7,24,10349.451135999998,10000.146448,10098.805024000001,10088.139232,10134.802072,10073.473768000002,10136.135296,10052.142184,10196.130376,10156.133656,10113.470488,9993.480328000001
25,776.2,759.2,752.3,760.9,758.8,755.4,758.2,748.7,761.8,760.6,760.4,747.6,25,10346.784688,10120.136608,10028.144152,10142.801416,10114.803711999999,10069.474096,10106.804368000001,9980.148088000002,10154.800432,10138.801744,10136.135296,9965.482624
26,774.7,762.4,748.9,759.2,754,755.8,755.2,753.8,756.5,757.6,762.7,753.9,26,10326.786328,10162.799776,9982.814536,10120.136608,10050.80896,10074.806992,10066.807648,10048.142511999999,10084.13956,10098.805024000001,10166.799448,10049.475736
27,774.4,758.6,756,754.5,753.9,756.2,758.6,757.5,759.7,757.8,763.1,763.1,27,10322.786655999998,10112.137264,10077.47344,10057.47508,10049.475736,10080.139888000002,10112.137264,10097.4718,10126.802728,10101.471472,10172.132344,10172.132344
28,772,756.3,756.9,756.3,758.2,760.7,757.9,758.3,759.4,758.7,758.9,768.3,28,10290.789279999999,10081.473112,10089.472456,10081.473112,10106.804368000001,10140.134968,10102.804696,10108.137592,10122.803056,10113.470488,10116.136936,10241.459991999998
29,770,760.6,754.5,759.8,762.6,759.3,756.9,761.7,758.5,758,757.8,766.2,29,10264.1248,10138.801744,10057.47508,10128.135952,10165.466224,10121.469831999999,10089.472456,10153.467208,10110.80404,10104.137920000001,10101.471472,10213.462288
30,770.7,,755.1,758.6,765,757.3,760.4,761.3,758.7,759.2,758.2,763.5,30,10273.457368,,10065.474424,10112.137264,10197.4636,10094.805352,10136.135296,10148.134312,10113.470488,10120.136608,10106.804368000001,10177.46524
31,771.3,,753.9,,762.4,,761.4,757.7,,753.5,,764.1,31,10281.456712,,10049.475736,,10162.799776,,10149.467536,10100.138248000001,,10044.14284,,10185.464584
,,,,,,,,,,,,,,10212.688157935487,10128.135951999999,10067.839821419353,10109.7374608,10110.718025548387,10097.249596,10121.168781419354,10120.480665806452,10117.959008799999,10125.383489548387,10104.671209600001,10085.042711741933
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1877,January,February,March,April,May,June,July,August,September,October,November,December,1877,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,764.4,756.4,753.1,760.8,751.9,764.5,765.1,760.5,759,760.8,762.2,745.4,1,10189.464256,10082.806336,10038.809944,10141.468192,10022.811256,10190.79748,10198.796824000001,10137.46852,10117.47016,10141.468192,10160.133328,9936.151695999999
2,760.8,761.2,760,756.1,755.8,759.7,762.2,756.6,759.1,755.1,764.6,756.2,2,10141.468192,10146.801088,10130.8024,10078.806664,10074.806992,10126.802728,10160.133328,10085.472784000001,10118.803384,10065.474424,10192.130704,10080.139888000002
3,764.5,762.3,764.5,758.9,759.8,760.8,759.9,753.3,757.1,752.4,764.1,756.2,3,10190.79748,10161.466552,10190.79748,10116.136936,10128.135952,10141.468192,10129.469176,10041.476392,10092.138904000001,10029.477375999999,10185.464584,10080.139888000002
4,764.9,765,765,759.9,758.9,761.8,759.9,757.4,757.7,757.6,762.4,754.4,4,10196.130376,10197.4636,10197.4636,10129.469176,10116.136936,10154.800432,10129.469176,10096.138576,10100.138248000001,10098.805024000001,10162.799776,10056.141855999998
5,759.4,764.7,758.1,755.9,758,762.5,761.7,760.5,757.7,760.6,761.3,752.4,5,10122.803056,10193.463928000001,10105.471144000001,10076.140216,10104.137920000001,10164.133,10153.467208,10137.46852,10100.138248000001,10138.801744,10148.134312,10029.477375999999
6,759.5,767.1,753,756.4,749.1,762.2,761.7,762.5,762,758,765,754.4,6,10124.13628,10225.461304,10037.476719999999,10082.806336,9985.480984000002,10160.133328,10153.467208,10164.133,10157.46688,10104.137920000001,10197.4636,10056.141855999998
7,762.4,767.4,744.8,754.2,754.1,762.3,760.6,761.3,761.6,755.3,765.8,760.3,7,10162.799776,10229.460976,9928.152352,10053.475408,10052.142184,10161.466552,10138.801744,10148.134312,10152.133984,10068.140872,10208.129391999999,10134.802072
8,767.8,761.3,743.3,759.7,754.1,763.4,759.6,759.1,760.1,752.5,765.4,760.8,8,10234.793871999998,10148.134312,9908.153992,10126.802728,10052.142184,10176.132016,10125.469504,10118.803384,10132.135624,10030.8106,10202.796495999999,10141.468192
9,770.3,763.2,741,759.8,754.5,762.9,758.2,757.9,760.9,744.7,764.2,753.3,9,10268.124472,10173.465568,9877.48984,10128.135952,10057.47508,10169.465896,10106.804368000001,10102.804696,10142.801416,9926.819128000001,10186.797808000001,10041.476392
10,767.6,761.2,748.2,753.6,755.9,762.3,764.7,756.8,758.6,753.5,761.9,755.7,10,10232.127424,10146.801088,9973.481968,10045.476064,10076.140216,10161.466552,10193.463928000001,10088.139232,10112.137264,10044.14284,10156.133656,10073.473768000002
11,763,761.5,753,751.1,758.9,761.7,762.8,756.9,759.4,754.9,762.5,763.9,11,10170.79912,10150.80076,10037.476719999999,10012.145464000001,10116.136936,10153.467208,10168.132672,10089.472456,10122.803056,10062.807976,10164.133,10182.798136
12,754.4,762.1,757.8,754.7,758.7,761.3,763.1,755.4,762.6,759.2,758.7,767.7,12,10056.141855999998,10158.800104,10101.471472,10060.141528,10113.470488,10148.134312,10172.132344,10069.474096,10165.466224,10120.136608,10113.470488,10233.460648
13,752.9,757.1,757.3,757.4,758.2,759.9,762.1,756.8,763.4,765.9,757.4,765.7,13,10036.143496,10092.138904000001,10094.805352,10096.138576,10106.804368000001,10129.469176,10158.800104,10088.139232,10176.132016,10209.462615999999,10096.138576,10206.796168
14,758,752.2,752.4,758,759.2,758.1,758.3,759.2,764,771.8,761.3,763.4,14,10104.137920000001,10026.810928,10029.477375999999,10104.137920000001,10120.136608,10105.471144000001,10108.137592,10120.136608,10184.13136,10288.122832,10148.134312,10176.132016
15,755.7,765.1,756.8,758,757.2,758.7,754.8,759.6,763.1,769.1,766.9,764.9,15,10073.473768000002,10198.796824000001,10088.139232,10104.137920000001,10093.472128000001,10113.470488,10061.474751999998,10125.469504,10172.132344,10252.125784,10222.794855999999,10196.130376
16,758.9,767.3,759.4,756.1,755.7,759.2,754.4,758.8,758.6,762,767.7,768.1,16,10116.136936,10228.127751999999,10122.803056,10078.806664,10073.473768000002,10120.136608,10056.141855999998,10114.803711999999,10112.137264,10157.46688,10233.460648,10238.793544000002
17,761.7,762.7,759.3,746.6,759.6,762.1,757.4,759.1,755.2,760.2,765.8,760.9,17,10153.467208,10166.799448,10121.469831999999,9952.150384,10125.469504,10158.800104,10096.138576,10118.803384,10066.807648,10133.468848,10208.129391999999,10142.801416
18,762,756,757.8,744.2,758,763.1,757.3,760.4,755.3,764.8,764.9,761.2,18,10157.46688,10077.47344,10101.471472,9920.153008000001,10104.137920000001,10172.132344,10094.805352,10136.135296,10068.140872,10194.797152,10196.130376,10146.801088
19,765.3,761.2,757.9,748.8,752.1,764.2,757.2,763.1,759.4,765.9,764.3,760.3,19,10201.463271999999,10146.801088,10102.804696,9981.481312,10025.477704,10186.797808000001,10093.472128000001,10172.132344,10122.803056,10209.462615999999,10188.131032,10134.802072
20,767.5,758.7,752.5,747.5,750.7,764.6,756.5,763.4,752.2,768,758.9,758.7,20,10230.7942,10113.470488,10030.8106,9964.1494,10006.812568000001,10192.130704,10084.13956,10176.132016,10026.810928,10237.46032,10116.136936,10113.470488
21,765.6,744.8,748.6,751.8,752.7,761.9,761.1,761.3,756.2,767.5,748.8,763.5,21,10205.462944,9928.152352,9978.814864,10021.478031999999,10033.477048,10156.133656,10145.467864,10148.134312,10080.139888000002,10230.7942,9981.481312,10177.46524
22,763.8,744.6,756.7,756,760,760.5,761.5,760.6,752.9,766.9,753.8,765.5,22,10181.464912,9925.485904000001,10086.806008000001,10077.47344,10130.8024,10137.46852,10150.80076,10138.801744,10036.143496,10222.794855999999,10048.142511999999,10204.129719999999
23,763.6,746.1,750.5,752.9,760.3,759.4,760,759.6,751.5,764.6,757,763.5,23,10178.798464,9945.484264,10004.146120000001,10036.143496,10134.802072,10122.803056,10130.8024,10125.469504,10017.478360000001,10192.130704,10090.80568,10177.46524
24,762.6,753,751.7,749.5,759.2,757.4,759.3,758.3,754.1,760.1,757.8,762.8,24,10165.466224,10037.476719999999,10020.144808000001,9990.813880000002,10120.136608,10096.138576,10121.469831999999,10108.137592,10052.142184,10132.135624,10101.471472,10168.132672
25,762.8,755.1,755.6,753.8,759.5,758.4,757.8,760.2,756.8,756.3,751.6,758.2,25,10168.132672,10065.474424,10072.140544,10048.142511999999,10124.13628,10109.470816,10101.471472,10133.468848,10088.139232,10081.473112,10018.811584,10106.804368000001
26,757.7,753,755.8,755.8,759.4,759.7,755.6,760,759.3,754.4,749.6,750.1,26,10100.138248000001,10037.476719999999,10074.806992,10074.806992,10122.803056,10126.802728,10072.140544,10130.8024,10121.469831999999,10056.141855999998,9992.147104,9998.813224000001
27,758.3,749.6,757.5,756.9,761,760.1,757.3,758.5,763.4,758,760.9,750.9,27,10108.137592,9992.147104,10097.4718,10089.472456,10144.13464,10132.135624,10094.805352,10110.80404,10176.132016,10104.137920000001,10142.801416,10009.479016000001
28,766.9,754.4,764.6,756.1,762.9,760.9,758.6,759.4,761.4,759.5,754.8,750.2,28,10222.794855999999,10056.141855999998,10192.130704,10078.806664,10169.465896,10142.801416,10112.137264,10122.803056,10149.467536,10124.13628,10061.474751999998,10000.146448
29,764.1,,766.6,752.7,762.2,761.6,760.1,758.7,763.9,759.3,746.2,763.2,29,10185.464584,,10218.795184,10033.477048,10160.133328,10152.133984,10132.135624,10113.470488,10182.798136,10121.469831999999,9946.817488,10173.465568
30,761.5,,764.4,753.5,761.7,765.3,762.7,758.2,763.8,759.5,750.6,764.2,30,10150.80076,,10189.464256,10044.14284,10153.467208,10201.463271999999,10166.799448,10106.804368000001,10181.464912,10124.13628,10005.479344,10186.797808000001
31,751.1,,759.4,,763.1,,763,759.7,,760.7,,764.6,31,10012.145464000001,,10122.803056,,10172.132344,,10170.79912,10126.802728,,10140.134968,,10192.130704
,,,,,,,,,,,,,,10156.176663225806,10109.042279714284,10073.430760774194,10058.2305736,10097.428792774193,10148.800924000001,10128.437002580646,10119.233456258065,10117.6034824,10130.41533496774,10129.202531199999,10122.458998193548
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1878,January,February,March,April,May,June,July,August,September,October,November,December,1878,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,763.1,760.8,766.3,747.8,759.1,756.7,758.5,753,758.3,761.8,759.5,753.3,1,10172.132344,10141.468192,10214.795511999999,9968.149072,10118.803384,10086.806008000001,10110.80404,10037.476719999999,10108.137592,10154.800432,10124.13628,10041.476392
2,764.8,759.8,765.7,750.7,754.9,759.2,756.4,755.4,757.2,760.5,755.5,750.7,2,10194.797152,10128.135952,10206.796168,10006.812568000001,10062.807976,10120.136608,10082.806336,10069.474096,10093.472128000001,10137.46852,10070.80732,10006.812568000001
3,762.3,755.7,765.8,756,750.7,761.6,751.8,757.3,754.1,764.8,748.7,749.9,3,10161.466552,10073.473768000002,10208.129391999999,10077.47344,10006.812568000001,10152.133984,10021.478031999999,10094.805352,10052.142184,10194.797152,9980.148088000002,9996.146776
4,761.8,761,767.8,763.5,756.7,760.6,750.7,755.9,758.7,765.3,755.6,752.4,4,10154.800432,10144.13464,10234.793871999998,10177.46524,10086.806008000001,10138.801744,10006.812568000001,10076.140216,10113.470488,10201.463271999999,10072.140544,10029.477375999999
5,762.9,769.2,770.4,762.5,760.9,759.9,758.1,757.3,761.8,765.7,753.6,755.1,5,10169.465896,10253.459008,10269.457696,10164.133,10142.801416,10129.469176,10105.471144000001,10094.805352,10154.800432,10206.796168,10045.476064,10065.474424
6,763.4,768.4,766.5,760.9,759.8,758.7,762.7,758.4,761.6,765.3,745.5,754.1,6,10176.132016,10242.793215999998,10217.46196,10142.801416,10128.135952,10113.470488,10166.799448,10109.470816,10152.133984,10201.463271999999,9937.48492,10052.142184
7,763.9,768.6,755.7,760.6,755.4,762.2,761.8,759.4,759.6,764.8,753.8,749.1,7,10182.798136,10245.459664,10073.473768000002,10138.801744,10069.474096,10160.133328,10154.800432,10122.803056,10125.469504,10194.797152,10048.142511999999,9985.480984000002
8,758.1,769.7,754.7,759.8,754.7,765.3,759.9,760.6,758.7,763.8,760.4,745.9,8,10105.471144000001,10260.125128,10060.141528,10128.135952,10060.141528,10201.463271999999,10129.469176,10138.801744,10113.470488,10181.464912,10136.135296,9942.817815999999
9,748,766.8,753.5,758.2,755.4,763.7,760.1,758.9,757.7,760.8,759.2,743.7,9,9970.81552,10221.461631999999,10044.14284,10106.804368000001,10069.474096,10180.131688000001,10132.135624,10116.136936,10100.138248000001,10141.468192,10120.136608,9913.486888000001
10,752.8,764.2,765.7,755.5,758.4,761,760.6,759.3,756.6,761.4,764,751.1,10,10034.810271999999,10186.797808000001,10206.796168,10070.80732,10109.470816,10144.13464,10138.801744,10121.469831999999,10085.472784000001,10149.467536,10184.13136,10012.145464000001
11,761.3,760.2,765,754.5,760.2,760.5,758.5,756.2,758.7,763.5,766.1,754.8,11,10148.134312,10133.468848,10197.4636,10057.47508,10133.468848,10137.46852,10110.80404,10080.139888000002,10113.470488,10177.46524,10212.129064,10061.474751999998
12,766.4,756.4,760.6,754.5,758.2,761,756.2,756.5,761.7,763.7,758.9,747.6,12,10216.128735999999,10082.806336,10138.801744,10057.47508,10106.804368000001,10144.13464,10080.139888000002,10084.13956,10153.467208,10180.131688000001,10116.136936,9965.482624
13,765.1,767.1,756.3,756.5,753.5,758.4,756.3,758.6,759.2,762.4,755.9,756.8,13,10198.796824000001,10225.461304,10081.473112,10084.13956,10044.14284,10109.470816,10081.473112,10112.137264,10120.136608,10162.799776,10076.140216,10088.139232
14,767.7,770.9,752,760.9,756,756,756.2,758.9,756.2,759.4,752.4,752.4,14,10233.460648,10276.123816,10024.144479999999,10142.801416,10077.47344,10077.47344,10080.139888000002,10116.136936,10080.139888000002,10122.803056,10029.477375999999,10029.477375999999
15,763.6,768,760.8,764,759.3,750.6,756.8,756.4,757.6,760.1,754.8,753.3,15,10178.798464,10237.46032,10141.468192,10184.13136,10121.469831999999,10005.479344,10088.139232,10082.806336,10098.805024000001,10132.135624,10061.474751999998,10041.476392
16,762.8,771.4,764.2,763.1,761.9,752.4,757.9,756.3,758.2,761.6,760.7,749.7,16,10168.132672,10282.789936,10186.797808000001,10172.132344,10156.133656,10029.477375999999,10102.804696,10081.473112,10106.804368000001,10152.133984,10140.134968,9993.480328000001
17,759.6,774.2,762.2,758.5,763.1,755,763.2,757.1,758.8,762.7,758.8,755,17,10125.469504,10320.120208,10160.133328,10110.80404,10172.132344,10064.1412,10173.465568,10092.138904000001,10114.803711999999,10166.799448,10114.803711999999,10064.1412
18,761.5,769.5,756.7,754.7,765.9,759.6,763.6,758.6,761.8,761.8,758.1,741.4,18,10150.80076,10257.45868,10086.806008000001,10060.141528,10209.462615999999,10125.469504,10178.798464,10112.137264,10154.800432,10154.800432,10105.471144000001,9882.822736
19,769.8,767.9,758.5,757.3,764.2,760.6,762.5,757.7,758.7,761.1,760.6,756,19,10261.458351999998,10236.127096,10110.80404,10094.805352,10186.797808000001,10138.801744,10164.133,10100.138248000001,10113.470488,10145.467864,10138.801744,10077.47344
20,770.3,768.5,757.2,759.9,761,757.5,760.2,753.5,759.6,760.3,761.1,753.3,20,10268.124472,10244.12644,10093.472128000001,10129.469176,10144.13464,10097.4718,10133.468848,10044.14284,10125.469504,10134.802072,10145.467864,10041.476392
21,771.1,771.5,763.1,753.4,756.6,758.3,761.8,754.8,757.5,760.3,760.3,751.5,21,10278.790264,10284.12316,10172.132344,10042.809615999999,10085.472784000001,10108.137592,10154.800432,10061.474751999998,10097.4718,10134.802072,10134.802072,10017.478360000001
22,770.3,771.9,762.7,748.2,755.6,762.7,762.3,759.2,754,757.7,756.3,755.9,22,10268.124472,10289.456055999999,10166.799448,9973.481968,10072.140544,10166.799448,10161.466552,10120.136608,10050.80896,10100.138248000001,10081.473112,10076.140216
23,766.5,770.3,757.8,751.3,759,761.7,760.6,759.4,754.8,754.7,761.6,761.5,23,10217.46196,10268.124472,10101.471472,10014.811912,10117.47016,10153.467208,10138.801744,10122.803056,10061.474751999998,10060.141528,10152.133984,10150.80076
24,754.6,767.9,746.3,756,759.9,758.4,755,752.6,755.5,759.7,766.7,758.8,24,10058.808304,10236.127096,9948.150711999999,10077.47344,10129.469176,10109.470816,10064.1412,10032.143824,10070.80732,10126.802728,10220.128408,10114.803711999999
25,747,763.7,751.4,753.2,756.9,758.2,753.7,751.6,749.8,760.6,765.6,769,25,9957.48328,10180.131688000001,10016.145136,10040.143168,10089.472456,10106.804368000001,10046.809288,10018.811584,9994.813552,10138.801744,10205.462944,10250.79256
26,738.9,761.5,748.8,750.8,754.2,759.8,750.6,756.7,745,757.7,764.1,768.9,26,9849.492136,10150.80076,9981.481312,10008.145792,10053.475408,10128.135952,10005.479344,10086.806008000001,9930.818800000001,10100.138248000001,10185.464584,10249.459335999998
27,745.1,766.7,759.3,752,762.1,757.4,749,759,751.9,757.1,763.9,762.3,27,9932.152024,10220.128408,10121.469831999999,10024.144479999999,10158.800104,10096.138576,9984.14776,10117.47016,10022.811256,10092.138904000001,10182.798136,10161.466552
28,753.6,767.1,761.9,756.6,758.2,754.8,751.4,761,757.9,754.8,761,757.6,28,10045.476064,10225.461304,10156.133656,10085.472784000001,10106.804368000001,10061.474751999998,10016.145136,10144.13464,10102.804696,10061.474751999998,10144.13464,10098.805024000001
29,758.6,,756.8,760.8,759.8,757.2,756.3,760.9,761.8,754.1,756.7,763.3,29,10112.137264,,10088.139232,10141.468192,10128.135952,10093.472128000001,10081.473112,10142.801416,10154.800432,10052.142184,10086.806008000001,10174.798792
30,757.7,,751.2,760.7,759.8,758.7,758.4,759.5,762.3,753.9,756.9,765.5,30,10100.138248000001,,10013.478688000001,10140.134968,10128.135952,10113.470488,10109.470816,10124.13628,10161.466552,10049.475736,10089.472456,10204.129719999999
31,755.6,,747.4,,760.2,,755.2,758.4,,757.9,,767.8,31,10072.140544,,9962.816176,,10133.468848,,10066.807648,10109.470816,,10102.804696,,10234.793871999998
,,,,,,,,,,,,,,10134.328992516132,10215.985890571426,10118.889398451613,10087.428179200002,10109.98690270968,10116.4480216,10099.106074580646,10095.708503741937,10097.605122400004,10139.102794580644,10111.3817704,10065.302395096778
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
